ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
,simple,,Hermès,1,0,visible,"Birkin 25 Black Togo Palladium Hardware Stamp W 2025<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,27300,28600,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA17.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Kelly 20 Mini Craie Epsom Gold Hardware Stamp W 2024<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,27700,29000,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA16.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Kelly 28 Sanguine Togo Gold Hardware Stamp Z 2021<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,19200,20000,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA15.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Birkin 25 Vanilla Ostrich Gold Hardware Stamp U 2022<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,31200,32500,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA14.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Kelly 25 Black Box Gold Hardware Stamp W 2024<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,25800,27100,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA13.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Constance 18 Vert Jade Shiny Gold Hardware Stamp B 2024<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,27200,28500,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA12.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Birkin 25 Cargo Écorce/Gris Mousse Swift/Toile Palladium Hardware Stamp K<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,45000,46500,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA11.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Birkin 25 Etoupe Togo Gold Hardware Stamp K<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,24700,26000,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA10.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Birkin 25 Cargo Sesame Stamp W 2024<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,38500,39500,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA9.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Kelly 32 Black Epsom Palladium Hardware Stamp W 2025<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,21200,22500,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA8.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Kelly Doll Rouge Radieux/Rouge H Palladium Hardware Stamp W 2025

Price Under Request

<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,,,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA7.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Birkin 30 Gold Epsom Gold Hardware Stamp B 2023<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,22200,23500,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA6.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Kelly 25 Gold Epsom Palladium Hardware Stamp K<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,22400,23700,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA5.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Kelly Danse Etoupe Gold Hardware Stamp W 2024<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,19200,20000,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA4.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Kelly 25 Tricolor Vertigo/Vert Fizz/Black Palladium Hardware Stamp W 2024<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,23700,25000,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA3.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Kelly 25 Gris Platin Electrum Hardware Stamp W 2024<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,23700,25000,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA2.jpg,,,,,,,,,0
,simple,,Hermès,1,0,visible,"Birkin 25 Bambou Palladium Hardware Stamp W 2024<div class=""oculto"">



Full set - boutique receipt



Brand New



</div>",,,,,,,,,,,,,,,,,22200,23500,Hermès,,,https://frontrowco.com/wp-content/uploads/2025/04/HermesA1.jpg,,,,,,,,,0
